,ID,3.5mm jack,Battery,Clock Speed,Card slot,GPS Support,GPU,Internal Storage,NFC,Name,OS,Price,Primary Camera,Resolution,SIM,Secondary Camera,Sensors,Weight,ID,3.5mm jack,Battery,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
69,,,,,,,,,,,,,,,,,,,677,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
70,,,,,,,,,,,,,,,,,,,717,Yes,3300.0,Yes,ARM Mali T830 MP1,16 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,800",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
71,,,,,,,,,,,,,,,,,,,748,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
72,,,,,,,,,,,,,,,,,,,749,,3000.0,,,32 GB,Dedicated Slot,,Moto G4 Plus ,Android Marshmallow 6.0.1,"‚¹14,190",16MP,1.5 GHz,,5MP,,,1080 x 1920 Pixels
73,,,,,,,,,,,,,,,,,,,755,Yes,1800.0,Yes,Mali MP2 at 512 MHz,8 GB,Dedicated Slot,,Micromax Vdeo 2 ,Android Marshmallow 6,"‚¹3,499",5MP,1.3 GHz,Micro SIM and Micro SIM,2MP,"Gravity Sensors, Proximity Sensor, Light Sensor",,854 x 480 pixels
74,,,,,,,,,,,,,,,,,,,766,Yes,3000.0,Yes,,64 GB,Hybrid Slot,Yes,HTC Desire 10 Pro ,Android Marshmallow 6,"‚¹17,200",20MP,1.8 GHz,Nano SIM,13MP,"Accelerometer, Finger Print Sensor, Gyro, Proximity Sensor, Compass",165 g,1080 x 1920 Pixels
75,,,,,,,,,,,,,,,,,,,781,,2000.0,,,8 GB,,,Micromax Canvas Amaze ,Android Lollipop 5.1,"‚¹6,990",13MP,1.3 GHz,,,,,1280 x 720 Pixels
76,,,,,,,,,,,,,,,,,,,830,,2000.0,,,16 GB,Dedicated Slot,,Micromax Canvas 5 Lite ,Android Lollipop 5.1,"‚¹4,475",8MP,1.0 GHz,,,,,1280 x 720 Pixels
77,,,,,,,,,,,,,,,,,,,835,,2000.0,,,8 GB,,,Micromax Canvas Amaze ,Android Lollipop 5.1,"‚¹6,990",13MP,1.3 GHz,,,,,1280 x 720 Pixels
78,,,,,,,,,,,,,,,,,,,889,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
79,,,,,,,,,,,,,,,,,,,890,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
80,,,,,,,,,,,,,,,,,,,921,Yes,2000.0,Yes,Spreadtrum Mali 400,16 GB,Dedicated Slot,,Micromax Bolt Q381 Plus ,Android Lollipop 5.1,"‚¹3,899",5MP,1.3 GHz,Micro SIM and Mini Sim,0.3MP,Gravity Sensors,140 g,854 x 480 pixels
81,,,,,,,,,,,,,,,,,,,936,,4000.0,,,8 GB,,,Micromax JUICE 3 ,Android Lollipop V5.1,"‚¹7,999",8MP,1.3 GHz,,,,,1280 x 720 Pixels
82,,,,,,,,,,,,,,,,,,,970,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
83,,,,,,,,,,,,,,,,,,,972,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
84,,,,,,,,,,,,,,,,,,,977,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
85,,,,,,,,,,,,,,,,,,,981,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
86,,,,,,,,,,,,,,,,,,,982,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
87,,,,,,,,,,,,,,,,,,,996,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
88,,,,,,,,,,,,,,,,,,,997,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
89,,,,,,,,,,,,,,,,,,,1010,Yes,2800.0,,,16 GB,,,HTC Desire 728G Dual Sim ,Android Lollipop 5.0.2,"‚¹8,499",13MP,1.3 GHz,Nano SIM,5MP,,153 g,1280 x 720 Pixels
90,,,,,,,,,,,,,,,,,,,1012,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
91,,,,,,,,,,,,,,,,,,,1028,Yes,3300.0,Yes,ARM Mali T830 MP1,16 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,800",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",167 g,1920 x 1080 Pixels
92,,,,,,,,,,,,,,,,,,,1041,Yes,3300.0,Yes,ARM Mali T830 MP1,16 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,800",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
93,,,,,,,,,,,,,,,,,,,1052,Yes,3600.0,,,32 GB,,Yes,Samsung Galaxy S7 Edge ,Android Marshmallow 6,"‚¹35,900",12MP,2.3 GHz,Nano SIM,5MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geo-magnetic Sensor, Hall Sensor, HR Sensor, Proximity Sensor, RGB Light Sensor",157 g,2560 X 1440 Pixels
94,,,,,,,,,,,,,,,,,,,1066,,3000.0,Yes,,64 GB,Hybrid Slot,Yes,HTC U ULtra ,Android Nougat 7.1.1,"‚¹27,990",12MP,2.15 GHz,Nano SIM and Nano SIM,16MP,"Edge Sensor, Ambient Light Sensor, Proximity Sensor, Motion G-sensor, Compass Sensor, Gyro Sensor, Magnetic Sensor, Fingerprint Sensor, Sensor Hub",,2560 x 1440 Pixels
95,,,,,,,,,,,,,,,,,,,1077,Yes,3510.0,Yes,Adreno 506 at 650 MHz,32 GB,Dedicated Slot,Yes,Moto Z Play with Style Mod ,Android Marshmallow 6.0.1,"‚¹24,999",16MP,2 GHz,Nano SIM,5MP,"Fingerprint Reader, Accelerometer, Ambient Light, Gyroscope, Hall Effect, Magnetometer, Proximity, Audio Monitor",165 g,1920 x 1080 Pixels
96,,,,,,,,,,,,,,,,,,,1129,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
97,,,,,,,,,,,,,,,,,,,1131,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
98,,,,,,,,,,,,,,,,,,,1136,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
99,,,,,,,,,,,,,,,,,,,1137,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
100,,,,,,,,,,,,,,,,,,,1141,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
101,,,,,,,,,,,,,,,,,,,1142,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
102,,,,,,,,,,,,,,,,,,,1156,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
103,,,,,,,,,,,,,,,,,,,1157,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
104,,,,,,,,,,,,,,,,,,,1161,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
105,,,,,,,,,,,,,,,,,,,1163,Yes,2000.0,Yes,Mali-T20,8 GB,Dedicated Slot,No,Samsung Galaxy J2 ,Android Lollipop 5.1.1,"‚¹6,990",5MP,1.3 GHz,Micro SIM,2MP,"Accelerometer, Proximity Sensor",130 g,960 x 540 Pixels
106,,,,,,,,,,,,,,,,,,,1181,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
107,,,,,,,,,,,,,,,,,,,1192,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
108,,,,,,,,,,,,,,,,,,,1229,Yes,2500.0,Yes,Mali-T720 MP2 at 450 MHz,16 GB,Dedicated Slot,,Micromax Canvas Unite 4 Plus ,Android Marshmallow 6,"‚¹6,499",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor",,1280 x 720 pixels
109,,,,,,,,,,,,,,,,,,,1267,Yes,3500.0,,ARM Heimdall MP18,64 GB,Hybrid Slot,Yes,Samsung Galaxy S9 Plus ,Android Oreo 8,"‚¹64,900",12MP + 12MP,2.7 GHz,Nano SIM,8MP,,189 g,2960 x 1440 Pixels
110,,,,,,,,,,,,,,,,,,,1285,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
111,,,,,,,,,,,,,,,,,,,1287,,3300.0,,,32 GB,Dedicated Slot,,Samsung Galaxy On Max ,Android Nougat 7,"‚¹13,900",13MP,2.39 GHz,,13MP,"Accelerometer,Fingerprint Sensor,Gyro Sensor,Geomagnetic Sensor,Light Sensor,Proximity Sensor",179 g,1920 x 1080 pixels
112,,,,,,,,,,,,,,,,,,,1291,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
113,,,,,,,,,,,,,,,,,,,1296,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
114,,,,,,,,,,,,,,,,,,,1297,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
115,,,,,,,,,,,,,,,,,,,1301,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
116,,,,,,,,,,,,,,,,,,,1308,Yes,2000.0,Yes,Mali-T20,8 GB,Dedicated Slot,,Samsung Galaxy J2 ,Android Lollipop 5.1.1,"‚¹6,990",5MP,1.3 GHz,Micro SIM,2MP,"Accelerometer, Proximity Sensor",130 g,960 x 540 Pixels
117,,,,,,,,,,,,,,,,,,,1312,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
118,,,,,,,,,,,,,,,,,,,1361,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
119,,,,,,,,,,,,,,,,,,,1366,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
120,,,,,,,,,,,,,,,,,,,1386,Yes,3300.0,Yes,,32 GB,Dedicated Slot,,Samsung J7 Max ,Android Nougat 7,"‚¹14,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Light Sensor, Proximity Sensor",179 g,1920 x 1080 pixels
121,,,,,,,,,,,,,,,,,,,1398,,1800.0,Yes,A304 at 400 MHz,8 GB,Dedicated Slot,,Micromax Spark Vdeo ,Android Marshmallow 6,"‚¹3,959",5MP,1.1 GHz,Micro SIM and Micro SIM,2MP,"Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer",140 g,854 x 480 pixels
122,,,,,,,,,,,,,,,,,,,1404,Yes,1750.0,Yes,,4 GB,,,Micromax Canvas Fire A093 ,Android KitKat 4.4.2,"‚¹3,199",5MP,1.3 GHz,Micro SIM and Mini SIM,0.3MP,G-Sensor,,800 x 480 Pixels
123,,,,,,,,,,,,,,,,,,,1407,,2730.0,Yes,Adreno 540,64 GB,Hybrid Slot,Yes,Moto Z2 Force ,Android Oreo 8.0,"‚¹34,998",12MP + 12MP,2.35 GHz,Nano SIM - Dual SIM Hybrid,5MP,"Fingerprint Sensor, Accelerometer, Ambient Light, Gyroscope, Magnetometer, Barometer, Proximity, Ultrasonic, Audio Monitor",143 g,2560 x 1440 Pixels
124,,,,,,,,,,,,,,,,,,,1418,Yes,5000.0,Yes,Mali - T720 MP1,16 GB,Hybrid Slot,,Micromax Bharat 5 ,Android Nougat 7,"‚¹5,475",5MP,1.3 GHz,Micro SIM and Nano SIM,5MP,Gravity Sensors,170 g,1280 x 720 Pixels
125,,,,,,,,,,,,,,,,,,,1446,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
126,,,,,,,,,,,,,,,,,,,1447,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
127,,,,,,,,,,,,,,,,,,,1451,Yes,3000.0,Yes,,16 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7.0,"‚¹9,990",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
128,,,,,,,,,,,,,,,,,,,1452,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
129,,,,,,,,,,,,,,,,,,,1456,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
130,,,,,,,,,,,,,,,,,,,1457,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
131,,,,,,,,,,,,,,,,,,,1460,Yes,3300.0,Yes,,32 GB,Dedicated Slot,,Samsung J7 Max ,Android Nougat 7,"‚¹16,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Light Sensor, Proximity Sensor",179 g,1920 x 1080 pixels
132,,,,,,,,,,,,,,,,,,,1464,Yes,2600.0,Yes,,16 GB,Dedicated Slot,Yes,Samsung Galaxy J3 Pro ,Android Lollipop 5.1,"‚¹7,990",8MP,1.5 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",138 g,1280 x 720 Pixels
133,,,,,,,,,,,,,,,,,,,1470,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
134,,,,,,,,,,,,,,,,,,,1471,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
135,,,,,,,,,,,,,,,,,,,1473,Yes,2800.0,,,16 GB,Dedicated Slot,,HTC Desire 828 Dual Sim ,Android Lollipop 5.1,"‚¹8,990",13MP,1.5 GHz,Nano SIM,,,148 g,1080 x 1920 Pixels
136,,,,,,,,,,,,,,,,,,,1474,Yes,2500.0,Yes,,8 GB,Dedicated Slot,,Micromax Canvas Spark 3 ,Android Lollipop 5.1,"‚¹3,980",8MP,1.3 GHz,Micro SIM,5MP,"Gravity, Proximity, Light Sensors",,1280 x 720 pixels
137,,,,,,,,,,,,,,,,,,,1476,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
138,,,,,,,,,,,,,,,,,,,1485,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
139,,,,,,,,,,,,,,,,,,,1496,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
140,,,,,,,,,,,,,,,,,,,1521,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
